,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
7117,Classplus,3.2,(68 Reviews),Private,"Noida,Uttar Pradesh + 11 more",7 years old,201-500 Employees (India)
7118,VFI SLK Global S...,3.7,(68 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 3 more",3 years old,501-1k Employees (India)
7119,Bounce,3.9,(68 Reviews),Private,"Bangalore,Karnataka + 3 more",8 years old,501-1k Employees (India)
7120,Escorts Kubota I...,3.8,(68 Reviews),Osaka + 2 more,51-200 Employees (India),,
7121,Renom Energy Ser...,4.4,(68 Reviews),"Pune,maharashtra + 9 more",201-500 Employees (India),,
7122,Dr Shroff Charit...,4.0,(68 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",108 years old,501-1k Employees (India)
7123,PGEIN Consulting,4.8,(68 Reviews),Private,"Chandigarh,Chandigarh + 1 more",2 years old,51-200 Employees (India)
7124,Hitachi Energy,4.0,(68 Reviews),Vadodara + 9 more,,,
7125,Arrow Electronic...,3.8,(268 Reviews),Private,"Mumbai,Maharashtra + 5 more",32 years old,51-200 Employees (India)
7126,Intuit,4.0,(69 Reviews),Private,"Mountain View,California + 2 more",17 years old,1k-5k Employees (India)
7127,Cybertech System...,3.5,(69 Reviews),Private,"Oak Brook,Illinois + 5 more",27 years old,201-500 Employees (India)
7128,ESSPL,4.2,(67 Reviews),Private,"Bhubaneswar,Odisha",24 years old,201-500 Employees (India)
7129,Yethi Consulting,4.1,(67 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",9 years old,501-1k Employees (India)
7130,Lister Technolog...,4.3,(67 Reviews),Private,"Chennai,Tamil Nadu",22 years old,501-1k Employees (India)
7131,Analytix Busines...,4.1,(67 Reviews),Private,Woburn + 2 more,16 years old,201-500 Employees (India)
7132,SysArc Infomatix,3.8,(67 Reviews),Private,"Chennai,Tamil Nadu + 4 more",25 years old,11-50 Employees (India)
7133,Excel Industries,4.3,(67 Reviews),Public,"Mumbai,Maharashtra + 12 more",81 years old,1k-5k Employees (India)
7134,Rivoli Group,3.6,(67 Reviews),Dubai + 4 more,34 years old,1k-5k Employees (India),
7135,Kaar Technologie...,4.2,(67 Reviews),Private,Chennai + 2 more,17 years old,1k-5k Employees (India)
7136,Decimal Technolo...,4.0,(67 Reviews),Private,Gurgaon + 2 more,13 years old,201-500 Employees (India)
7137,Infotech,3.5,(67 Reviews),Private,"Newfoundland And Labrador,Canada + 22 more",28 years old,10k-50k Employees (India)
7138,Quatrro Mortgage...,3.1,(67 Reviews),Private,Marietta + 2 more,16 years old,51-200 Employees (India)
7139,Decimal Technolo...,4.0,(67 Reviews),Private,Gurgaon + 2 more,13 years old,201-500 Employees (India)
7140,Yanfeng Automoti...,4.4,(67 Reviews),Private,Shanghai + 2 more,7 years old,50k-1 Lakh Employees (Global)
7141,Rivoli Group,3.6,(67 Reviews),Dubai + 4 more,34 years old,1k-5k Employees (India),
7142,Roto Pumps,3.9,(67 Reviews),Public,Noida + 4 more,54 years old,201-500 Employees (India)
7143,Zenith Leisure H...,4.2,(67 Reviews),New Delhi + 9 more,25 years old,51-200 Employees (India),
7144,Gateway Rail Fre...,3.8,(67 Reviews),New Delhi + 8 more,17 years old,1k-5k Employees (India),
7145,Wadia Techno-Eng...,4.0,(67 Reviews),Public,"Mumbai,Maharashtra + 20 more",62 years old,51-200 Employees (India)
7146,Analytix Busines...,4.1,(67 Reviews),Private,Woburn + 2 more,16 years old,201-500 Employees (India)
7147,Expeditors Inter...,4.2,(67 Reviews),Private,"Seattle,Washington + 13 more",43 years old,1k-5k Employees (India)
7148,Samarth Lifestyl...,3.4,(67 Reviews),Private,Jaipur + 12 more,27 years old,51-200 Employees (India)
7149,AB Mauri India,4.2,(67 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",62 years old,201-500 Employees (India)
7150,Tata Mutual Fund,3.3,(67 Reviews),Public,Mumbai + 27 more,28 years old,201-500 Employees (India)
7151,I Yogi Technical...,2.3,(67 Reviews),Private,New York + 5 more,15 years old,5k-10k Employees (Global)
7152,LKP Securities,4.0,(67 Reviews),Public,"Mumbai,Maharashtra + 13 more",74 years old,501-1k Employees (India)
7153,Smile Foundation,4.0,(67 Reviews),Private,"Delhi/NCR,Delhi + 15 more",20 years old,51-200 Employees (India)
7154,Avasarala Techno...,3.8,(67 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 4 more",37 years old,201-500 Employees (India)
7155,Hindustan Copper,4.4,(67 Reviews),Public,Kolkata + 4 more,55 years old,1k-5k Employees (India)
7156,TaeguTec,4.1,(67 Reviews),Private,Daegu + 8 more,24 years old,201-500 Employees (India)
7157,Orient Blackswan,4.2,(67 Reviews),Private,Hyderabad + 14 more,74 years old,501-1k Employees (India)
7158,Integrated Perso...,3.6,(67 Reviews),Mumbai + 19 more,18 years old,201-500 Employees (India),
7159,Al Maha Foods In...,4.1,(67 Reviews),New Delhi + 1 more,51-200 Employees (India),,
7160,Ukay Metal Indus...,3.4,(67 Reviews),Nasik + 4 more,34 years old,501-1k Employees (India),
7161,Ajmal Perfumes,3.9,(67 Reviews),LLC,Dubai + 14 more,71 years old,501-1k Employees (Global)
7162,Hungama Digital ...,4.3,(67 Reviews),"Mumbai,Maharashtra + 5 more",23 years old,501-1k Employees (India),
7163,Meena Bazaar,3.7,(67 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",52 years old,201-500 Employees (India),
7164,Gulf Contracting...,4.3,(67 Reviews),Doha + 6 more,46 years old,5k-10k Employees (Global),
7165,Goodrich Maritim...,3.5,(67 Reviews),Mumbai + 11 more,25 years old,51-200 Employees (India),
7166,JK Trust Gram Vi...,4.7,(67 Reviews),Private,Thane + 26 more,77 years old,51-200 Employees (India)
7167,Lazza Ice Creams,3.5,(67 Reviews),Cochin + 19 more,50 years old,1k-5k Employees (India),
7168,HTL,4.2,(67 Reviews),Private,Chennai + 6 more,62 years old,51-200 Employees (India)
7169,Grb Dairy Foods,3.9,(67 Reviews),Bengaluru + 11 more,38 years old,201-500 Employees (India),
7170,I Yogi Technical...,2.3,(67 Reviews),Private,New York + 5 more,15 years old,5k-10k Employees (Global)
7171,Tata Mutual Fund,3.3,(67 Reviews),Public,Mumbai + 27 more,28 years old,201-500 Employees (India)
7172,Jaipur Vidyut Vi...,3.8,(67 Reviews),Jaipur + 10 more,11-50 Employees (India),,
7173,Innovative,3.4,(67 Reviews),Private,Bangalore + 23 more,20 years old,
7174,Swastik Enterpri...,3.3,(67 Reviews),Private,Kolkata + 15 more,27 years old,11-50 Employees (India)
7175,Meena Bazaar,3.7,(67 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",52 years old,201-500 Employees (India),
7176,Al Maha Foods In...,4.1,(67 Reviews),New Delhi + 1 more,51-200 Employees (India),,
7177,Le Passage to In...,4.4,(67 Reviews),Private,Noida + 10 more,18 years old,501-1k Employees (Global)
7178,Preca Solutions,4.0,(67 Reviews),Private,"Hyderabad,Telangana",12 years old,201-500 Employees (India)
7179,MakroCare,3.8,(67 Reviews),Private,"Princeton,New Jersey",26 years old,201-500 Employees (India)
7180,IOT Anwesha Engi...,4.2,(67 Reviews),Private,Vadodara + 8 more,26 years old,51-200 Employees (India)
7181,LKP Securities,4.0,(67 Reviews),Public,"Mumbai,Maharashtra + 13 more",74 years old,501-1k Employees (India)
7182,Smile Foundation,4.0,(67 Reviews),Private,"Delhi/NCR,Delhi + 15 more",20 years old,51-200 Employees (India)
7183,Algoworks Techno...,4.1,(67 Reviews),Private,"Noida,Uttar Pradesh + 1 more",16 years old,501-1k Employees (India)
7184,Avasarala Techno...,3.8,(67 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 4 more",37 years old,201-500 Employees (India)
7185,Hindustan Copper,4.4,(67 Reviews),Public,Kolkata + 4 more,55 years old,1k-5k Employees (India)
7186,PP Rolling Mills,4.3,(67 Reviews),Private,Faridabad + 3 more,75 years old,201-500 Employees (India)
7187,Monjin Interview...,4.0,(67 Reviews),Private,"Pune,Maharashtra + 5 more",8 years old,51-200 Employees (India)
7188,Bewakoof,3.9,(67 Reviews),Private,"Mumbai,Maharashtra + 6 more",11 years old,201-500 Employees (India)
7189,ADNH Compass,4.4,(67 Reviews),Private,Abu Dhabi + 5 more,22 years old,5k-10k Employees (India)
7190,TrueBlue,4.3,(67 Reviews),Private,"Tacoma,Washington + 2 more",20 years old,51-200 Employees (India)
7191,Mechanical Contr...,3.9,(67 Reviews),Manama + 4 more,50 years old,1k-5k Employees (Global),
7192,Mehin,3.7,(67 Reviews),New Delhi + 26 more,201-500 Employees (India),,
7193,Casepoint,3.7,(67 Reviews),Private,"Tysons,,Virginia",14 years old,501-1k Employees (India)
7194,Rotodyne Industr...,2.4,(67 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,201-500 Employees (India)
7195,Ergos Life Scien...,3.8,(67 Reviews),Private,Mumbai + 17 more,5 years old,51-200 Employees (India)
7196,Mindseed,4.3,(67 Reviews),Private,Navi Mumbai + 10 more,10 years old,51-200 Employees (Global)
7197,DCDC Kidney Care,3.1,(67 Reviews),"Delhi,NCT + 20 more",13 years old,201-500 Employees (India),
7198,Livedigital Mark...,3.2,(67 Reviews),Private,Noida + 5 more,9 years old,11-50 Employees (Global)
7199,Intellipaat Soft...,3.1,(67 Reviews),Private,Jaipur + 4 more,11 years old,201-500 Employees (India)
7200,Vydehi Institute...,4.0,(67 Reviews),Bengaluru + 1 more,22 years old,1k-5k Employees (India),
7201,HP Global e-Busi...,4.5,(67 Reviews),Public,Palo Alto + 1 more,83 years old,1-10 Employees (India)
7202,Gateway Rail Fre...,3.8,(67 Reviews),New Delhi + 8 more,17 years old,1k-5k Employees (India),
7203,Expeditors Inter...,4.2,(67 Reviews),Private,"Seattle,Washington + 13 more",43 years old,1k-5k Employees (India)
7204,Kothari Agritech,4.0,(67 Reviews),Private,Pune + 16 more,25 years old,201-500 Employees (India)
7205,Sartorius Stedim...,4.1,(67 Reviews),Private,"Goettingen,Niedersachsen + 7 more",31 years old,201-500 Employees (India)
7206,Bondada Engineer...,4.1,(67 Reviews),Private,Hyderabad + 13 more,10 years old,51-200 Employees (India)
7207,Al Bawani Co.,3.9,(67 Reviews),Private,Riyadh + 3 more,31 years old,1k-5k Employees (Global)
7208,Any wear,3.7,(67 Reviews),Bengaluru/Bangalore + 26 more,1-10 Employees (Global),,
7209,Ghaziabad Precis...,3.7,(67 Reviews),Ghaziabad + 7 more,34 years old,501-1k Employees (India),
7210,Mukand Engineers,4.0,(67 Reviews),Public,Thane + 13 more,35 years old,51-200 Employees (India)
7211,Welkin Telecom I...,3.1,(67 Reviews),Private,Kolkata + 9 more,18 years old,5k-10k Employees (India)
7212,Decon Telecom So...,3.5,(67 Reviews),Gurgaon + 14 more,29 years old,201-500 Employees (Global),
7213,Ramdev Food Prod...,4.5,(67 Reviews),Ahmedabad + 8 more,57 years old,501-1k Employees (India),
7214,Deepak Fasteners,3.7,(67 Reviews),Ludhiyana + 3 more,64 years old,1k-5k Employees (India),
7215,Expertise Contra...,3.8,(67 Reviews),Al Jubail + 4 more,23 years old,1k-5k Employees (India),
7216,Minda Kyoraku,3.9,(67 Reviews),Public,Gurugram + 6 more,14 years old,51-200 Employees (India)
7217,Firmenich Aromat...,4.4,(67 Reviews),Private,"Meyrin,Geneva + 6 more",127 years old,201-500 Employees (India)
7218,Moody's Analytic...,3.2,(67 Reviews),Gurugram + 2 more,20 years old,1k-5k Employees (Global),
7219,Bl International,3.1,(67 Reviews),Private,Noida + 7 more,31 years old,201-500 Employees (India)
7220,Glatt Systems,4.1,(67 Reviews),Private,Baden-Württemberg,68 years old,51-200 Employees (India)
7221,FLINTO LEARNING ...,2.8,(67 Reviews),Private,"Chennai,Tamil Nadu + 3 more",9 years old,51-200 Employees (India)
7222,Intertrust Group,3.8,(67 Reviews),Public,"Amsterdam, + 4 more",70 years old,201-500 Employees (India)
7223,Minanshika Softe...,4.4,(67 Reviews),Private,"Kolkata,West Bengal + 8 more",3 years old,11-50 Employees (India)
7224,Ambuja Cement Fo...,4.1,(67 Reviews),Mumbai + 23 more,29 years old,51-200 Employees (India),
7225,Ambit Finvest,4.4,(67 Reviews),Mumbai + 27 more,51-200 Employees (India),,
7226,HGS TECHNOLOGIES,4.0,(67 Reviews),Bengaluru/Bangalore + 13 more,201-500 Employees (India),,
7227,Hitachi ABB Powe...,4.0,(67 Reviews),Public,"Zurich,Zurich + 9 more",4 years old,10k-50k Employees (Global)
7228,Spc Life Science...,3.1,(67 Reviews),Private,Vadodara,16 years old,51-200 Employees (India)
7229,Intertrust Group,3.8,(67 Reviews),Public,"Amsterdam, + 4 more",70 years old,201-500 Employees (India)
7230,Varite,3.6,(66 Reviews),Private,San Jose + 6 more,22 years old,201-500 Employees (India)
7231,KHD Humboldt Wed...,4.2,(66 Reviews),Private,"Delhi/NCR,Delhi + 2 more",46 years old,51-200 Employees (India)
7232,SrinSoft Technol...,4.1,(66 Reviews),Private,New York,17 years old,201-500 Employees (India)
7233,InfinityLabs,3.6,(66 Reviews),Private,"Pune,Maharashtra + 8 more",8 years old,201-500 Employees (India)
7234,Sri Mookambika I...,4.6,(66 Reviews),Private,"MADURAI,Tamil Nadu + 1 more",16 years old,201-500 Employees (India)
7235,Siemens Building...,3.9,(66 Reviews),Cleveland + 13 more,,,
7236,SecureNow Insura...,3.7,(66 Reviews),Private,"Delhi,NCT + 5 more",11 years old,51-200 Employees (India)
7237,AVON Facility Ma...,4.1,(66 Reviews),Bengaluru + 18 more,15 years old,10k-50k Employees (Global),
7238,Tarachandra Engi...,3.5,(66 Reviews),Vadodara + 6 more,24 years old,51-200 Employees (India),
7239,Railrestro.com,4.7,(66 Reviews),"Patna,Bihar",7 years old,51-200 Employees (India),
7240,skillVentory,4.0,(66 Reviews),Private,Mumbai + 12 more,14 years old,51-200 Employees (India)
7241,Perto,4.0,(66 Reviews),Private,"Gravataí,Gravataí + 6 more",34 years old,11-50 Employees (India)
7242,Sanghvi Movers,4.3,(66 Reviews),Public,Pune + 7 more,33 years old,501-1k Employees (India)
7243,Xotik Frujus,4.2,(66 Reviews),Private,"Mumbai,Maharashtra + 17 more",15 years old,201-500 Employees (India)
7244,Adyard Abudhabi ...,4.6,(66 Reviews),Abu Dhabi + 5 more,26 years old,1 Lakh+ Employees (India),
7245,Bagzone Lifestyl...,4.1,(66 Reviews),Private,"Mumbai,Maharashtra + 13 more",12 years old,201-500 Employees (India)
7246,Hitek Syndicate,2.6,(66 Reviews),New Delhi + 6 more,29 years old,11-50 Employees (India),
7247,Xpitax Solutions,4.1,(66 Reviews),Private,Chennai + 1 more,16 years old,11-50 Employees (India)
7248,Lakshmi Precisio...,4.2,(66 Reviews),Public,Rohtak + 2 more,50 years old,501-1k Employees (India)
7249,Paharpur 3P,4.2,(66 Reviews),Sahibabad + 6 more,36 years old,201-500 Employees (India),
7250,Castex Technolog...,4.3,(66 Reviews),Public,New Delhi + 4 more,39 years old,201-500 Employees (India)
7251,Kasturba Medical...,4.4,(66 Reviews),Udupi + 4 more,69 years old,501-1k Employees (India),
7252,Dosti Realty,4.3,(66 Reviews),Public,"Mumbai,Maharashtra + 2 more",42 years old,201-500 Employees (India)
7253,L T Metro Rail,4.3,(66 Reviews),Hyderabad + 3 more,12 years old,501-1k Employees (India),
7254,Amwaj Catering S...,3.9,(66 Reviews),Doha + 4 more,16 years old,,
7255,IAP Company,3.1,(66 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",24 years old,1k-5k Employees (Global)
7256,AppsDaily,3.2,(66 Reviews),Private,"Mumbai,Maharashtra + 23 more",14 years old,201-500 Employees (India)
7257,OSRAM,4.6,(66 Reviews),Private,"Munich,Bavaria + 10 more",116 years old,51-200 Employees (India)
7258,Allegis Global S...,4.3,(66 Reviews),Private,Hanover + 7 more,21 years old,501-1k Employees (India)
7259,Ellucian Higher ...,4.3,(66 Reviews),Private,"Reston,Virginia",11 years old,501-1k Employees (India)
7260,Paharpur 3P,4.2,(66 Reviews),Sahibabad + 6 more,36 years old,201-500 Employees (India),
7261,Dosti Realty,4.3,(66 Reviews),Public,"Mumbai,Maharashtra + 2 more",42 years old,201-500 Employees (India)
7262,Kasturba Medical...,4.4,(66 Reviews),Udupi + 4 more,69 years old,501-1k Employees (India),
7263,Glass Wall Syste...,3.8,(66 Reviews),Private,"Mumbai,Maharashtra + 5 more",19 years old,501-1k Employees (India)
7264,Mgm Hospital,3.8,(66 Reviews),Private,Navi Mumbai + 7 more,29 years old,501-1k Employees (India)
7265,Perto,4.0,(66 Reviews),Private,"Gravataí,Gravataí + 6 more",34 years old,11-50 Employees (India)
7266,Sanghvi Movers,4.3,(66 Reviews),Public,Pune + 7 more,33 years old,501-1k Employees (India)
7267,Nipro Medical,4.1,(66 Reviews),Private,"Osaka,Osaka-fu + 18 more",68 years old,501-1k Employees (India)
7268,Alliance India,4.1,(66 Reviews),Private,"New York City,New York + 13 more",23 years old,51-200 Employees (India)
7269,Loyal Textile Mi...,3.5,(66 Reviews),Public,"Chennai,Tamil Nadu + 8 more",76 years old,1k-5k Employees (India)
7270,NEMHANS SOLUTION...,3.9,(66 Reviews),Bhubaneswar + 13 more,15 years old,51-200 Employees (India),
7271,Om Metals Infrap...,3.8,(66 Reviews),Public,New Delhi + 7 more,51 years old,51-200 Employees (India)
7272,Transdyne IT Ser...,3.3,(66 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",20 years old,51-200 Employees (India)
7273,Castex Technolog...,4.3,(66 Reviews),Public,New Delhi + 4 more,39 years old,201-500 Employees (India)
7274,Adani Transmissi...,3.7,(66 Reviews),Public,"Ahmedabad,Gujrat + 18 more",9 years old,1k-5k Employees (India)
7275,Amalgamations Va...,4.1,(66 Reviews),Private,Chennai + 3 more,25 years old,501-1k Employees (India)
7276,Refex Energy,3.0,(66 Reviews),Private,Mumbai + 13 more,14 years old,201-500 Employees (India)
7277,o9 Solutions,4.3,(66 Reviews),Private,Dallas,13 years old,1k-5k Employees (India)
7278,JWIL,4.4,(66 Reviews),Private,New Delhi + 10 more,51-200 Employees (India),
7279,Varite,3.6,(66 Reviews),Private,San Jose + 6 more,22 years old,201-500 Employees (India)
7280,KHD Humboldt Wed...,4.2,(66 Reviews),Private,"Delhi/NCR,Delhi + 2 more",46 years old,51-200 Employees (India)
7281,SrinSoft Technol...,4.1,(66 Reviews),Private,New York,17 years old,201-500 Employees (India)
7282,Amity Software S...,3.9,(66 Reviews),Public,"Noida,Uttar Pradesh + 1 more",36 years old,201-500 Employees (India)
7283,Telecommunicatio...,3.8,(66 Reviews),Private,"Delhi/NCR,Delhi + 20 more",44 years old,1k-5k Employees (India)
7284,Prominent Consul...,4.8,(66 Reviews),"Vadodara,Gujarat + 2 more",15 years old,11-50 Employees (India),
7285,Nahars Engineeri...,3.4,(66 Reviews),Aurangabad + 4 more,43 years old,1k-5k Employees (Global),
7286,Sri Chaitanya Ju...,4.0,(66 Reviews),Private,Hyderabad + 14 more,36 years old,51-200 Employees (Global)
7287,Rishi FIBC Solut...,3.6,(66 Reviews),Private,Vadodara + 2 more,15 years old,1k-5k Employees (India)
7288,DB Engineering &...,4.6,(66 Reviews),"Berlin,Berlin + 6 more",56 years old,201-500 Employees (India),
7289,BOLD Technology ...,4.3,(66 Reviews),Private,"San Juan,Puerto Rico + 3 more",18 years old,201-500 Employees (India)
7290,Eqic Dies & Moul...,4.0,(66 Reviews),Private,Hyderabad,34 years old,201-500 Employees (India)
7291,MGM Medical Coll...,4.4,(66 Reviews),Private,Jamshedpur + 8 more,61 years old,501-1k Employees (India)
7292,Acro Paints,3.7,(66 Reviews),Public,New Delhi + 11 more,33 years old,201-500 Employees (India)
7293,Roseate Hotels &...,3.6,(66 Reviews),Private,New Delhi + 2 more,13 years old,201-500 Employees (India)
7294,Riello Power Ind...,3.9,(66 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",12 years old,51-200 Employees (India)
7295,AVON Facility Ma...,4.1,(66 Reviews),Bengaluru + 18 more,15 years old,10k-50k Employees (Global),
7296,Tarachandra Engi...,3.5,(66 Reviews),Vadodara + 6 more,24 years old,51-200 Employees (India),
7297,BRG Group,3.8,(66 Reviews),Private,Kolkata + 6 more,28 years old,1k-5k Employees (Global)
7298,Hitek Syndicate,2.6,(66 Reviews),New Delhi + 6 more,29 years old,11-50 Employees (India),
7299,Gleeds Hoolooman...,3.4,(66 Reviews),Private,London + 9 more,18 years old,201-500 Employees (India)
7300,Rotork Controls,4.0,(66 Reviews),Public,Bath + 8 more,65 years old,201-500 Employees (India)
7301,Total Shipping &...,4.0,(66 Reviews),"Mumbai,Maharashtra + 17 more",24 years old,201-500 Employees (India),
7302,BSC-C&C JV,4.2,(66 Reviews),Hyderabad + 11 more,50 years old,,
7303,Jobby Engineers,3.9,(66 Reviews),Private,Mumbai + 7 more,52 years old,51-200 Employees (India)
7304,Galfar Al Misnad...,4.0,(66 Reviews),Doha + 4 more,27 years old,51-200 Employees (India),
7305,Sumeru Software ...,3.5,(66 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",21 years old,201-500 Employees (Global)
7306,Involute Technol...,4.1,(66 Reviews),Private,Pune + 2 more,40 years old,51-200 Employees (India)
7307,Marc Enterprises,3.6,(66 Reviews),Private,New Delhi + 7 more,41 years old,201-500 Employees (India)
7308,Al Naba Services...,3.8,(66 Reviews),Muscat + 5 more,38 years old,5k-10k Employees (Global),
7309,APEEJAY EDUCATIO...,3.4,(66 Reviews),Private,New Delhi + 12 more,55 years old,1k-5k Employees (India)
7310,Arvind Techno En...,4.2,(66 Reviews),New Delhi + 13 more,44 years old,51-200 Employees (India),
7311,B.l Lifesciences,3.8,(66 Reviews),New Delhi + 13 more,38 years old,51-200 Employees (India),
7312,Luxottica India ...,4.0,(66 Reviews),Private,"Milan,Milan + 14 more",61 years old,51-200 Employees (India)
7313,Tamilnadu Petrop...,3.9,(66 Reviews),Public,"Chennai,Tamil Nadu",38 years old,201-500 Employees (India)
7314,Vhb Medi Science...,3.3,(66 Reviews),Private,Mumbai + 5 more,76 years old,1k-5k Employees (India)
7315,Pps Motors,4.1,(66 Reviews),Private,Hyderabad + 9 more,11 years old,51-200 Employees (India)
7316,Monsanto Holding...,4.7,(66 Reviews),Private,"Creve Coeur,Missouri + 15 more",121 years old,1k-5k Employees (India)
7317,Aljaber Engineer...,3.9,(66 Reviews),Private,Doha + 5 more,27 years old,5k-10k Employees (India)
7318,ASA & Associates,3.5,(66 Reviews),Private,"Delhi/NCR,Delhi + 7 more",31 years old,501-1k Employees (India)
7319,Enkei Wheels Ind...,4.2,(66 Reviews),Public,"Pune,Maharashtra + 1 more",13 years old,201-500 Employees (India)
7320,Haicheng Vivo Mo...,3.3,(66 Reviews),New Delhi + 2 more,,,
7321,BIL Infratech,3.9,(66 Reviews),Public,Mumbai,12 years old,1k-5k Employees (Global)
7322,Jindal Water Inf...,4.3,(66 Reviews),Public,New Delhi + 13 more,16 years old,1k-5k Employees (Global)
7323,SAAB ENGINEERING,3.8,(66 Reviews),Bengaluru + 3 more,36 years old,51-200 Employees (India),
7324,Venture Lighting,3.8,(66 Reviews),Private,Twinsburg + 2 more,41 years old,51-200 Employees (India)
7325,YLG Salon & Spa,3.6,(66 Reviews),"Bangalore,Karnataka + 2 more",13 years old,51-200 Employees (India),
7326,Cynoteck Technol...,4.8,(66 Reviews),LLC,"Dehradun,Uttarakhand",14 years old,51-200 Employees (India)
7327,ABP Network,4.2,(66 Reviews),"Noida,Uttar Pradesh + 8 more",19 years old,1k-5k Employees (India),
7328,RWS Moravia,3.8,(66 Reviews),Private,Chalfont St Peter + 2 more,32 years old,5k-10k Employees (India)
7329,Group Bayport,3.9,(66 Reviews),Private,Ahmedabad + 1 more,10 years old,1k-5k Employees (India)
7330,TDSG LITHIUM-ION...,4.2,(66 Reviews),"Ahmedabad,Gujarat + 4 more",3 years old,,
7331,Hoppoo Lifestyle...,3.0,(66 Reviews),Lucknow + 10 more,3 years old,51-200 Employees (Global),
7332,Infiiloom,4.1,(66 Reviews),Pune + 6 more,51-200 Employees (India),,
7333,Believers Church...,3.6,(66 Reviews),Private,Thiruvalla + 2 more,8 years old,501-1k Employees (India)
7334,Ggs Engineering ...,3.8,(66 Reviews),Secunderabad + 2 more,9 years old,501-1k Employees (India),
7335,AVYAIT,3.8,(66 Reviews),"Hyderabad,Telangana",2 years old,51-200 Employees (India),
7336,Alliance Univers...,3.4,(65 Reviews),Private,Bengaluru + 2 more,12 years old,501-1k Employees (India)
7337,Portescap,4.1,(65 Reviews),Private,West Chester + 2 more,91 years old,201-500 Employees (India)
7338,Pegasus InfoCorp,3.2,(65 Reviews),Private,"Mumbai,Maharashtra + 5 more",19 years old,201-500 Employees (India)
7339,Aurus,3.1,(65 Reviews),Private,"Norwood,Massachusetts + 1 more",22 years old,201-500 Employees (India)
7340,Inchcape Shippin...,3.9,(65 Reviews),Private,London + 8 more,175 years old,201-500 Employees (India)
7341,Exusia,4.6,(65 Reviews),Private,Miami + 6 more,10 years old,201-500 Employees (India)
7342,Gracenote,4.2,(65 Reviews),Public,"Emeryville,California + 1 more",24 years old,501-1k Employees (India)
7343,Ventech (India),4.5,(65 Reviews),Private,Pune + 4 more,10 years old,11-50 Employees (Global)
7344,Moveinsync Techn...,4.1,(65 Reviews),Private,"Bangalore,Karnataka + 8 more",13 years old,201-500 Employees (India)
7345,Akshaya,3.9,(65 Reviews),Private,"Chennai,Tamil Nadu + 5 more",27 years old,51-200 Employees (India)
7346,ZenQ,4.0,(65 Reviews),Private,"Hyderabad/Secunderabad,Telangana",19 years old,501-1k Employees (India)
7347,Nutek,3.8,(65 Reviews),Public,Gurgaon + 20 more,30 years old,11-50 Employees (India)
7348,Atlantis The Pal...,4.9,(65 Reviews),Private,Dubai + 4 more,14 years old,501-1k Employees (India)
7349,City Hospital,3.8,(65 Reviews),Private,Bengaluru + 17 more,501-1k Employees (Global),
7350,Govind Milk & Mi...,4.3,(65 Reviews),Private,Satara + 8 more,26 years old,51-200 Employees (India)
7351,Rinac India,3.6,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",28 years old,1k-5k Employees (India)
7352,Shrinath Rotopac...,4.3,(65 Reviews),Hyderabad + 1 more,22 years old,201-500 Employees (India),
7353,Gujarat Insectic...,4.2,(65 Reviews),Mumbai + 13 more,42 years old,201-500 Employees (India),
7354,Sobha Engineerin...,3.5,(65 Reviews),Dubai + 7 more,19 years old,1k-5k Employees (Global),
7355,Centillion Solut...,3.6,(65 Reviews),Bengaluru + 20 more,16 years old,51-200 Employees (India),
7356,Netsmartz Infote...,3.2,(65 Reviews),Private,Pittsford + 2 more,23 years old,501-1k Employees (India)
7357,Zones Corporate ...,3.9,(65 Reviews),Auburn + 3 more,14 years old,51-200 Employees (India),
7358,Madhavbaug,4.2,(65 Reviews),Private,Thane + 15 more,16 years old,201-500 Employees (India)
7359,Krishi Rasayan E...,4.0,(65 Reviews),New Delhi + 21 more,27 years old,201-500 Employees (India),
7360,Alliance Univers...,3.4,(65 Reviews),Private,Bengaluru + 2 more,12 years old,501-1k Employees (India)
7361,Portescap,4.1,(65 Reviews),Private,West Chester + 2 more,91 years old,201-500 Employees (India)
7362,WHSmith,4.1,(65 Reviews),Private,Swindon + 12 more,230 years old,201-500 Employees (India)
7363,MPMKVVCL,4.0,(65 Reviews),Public,Bhopal + 14 more,20 years old,10k+ Employees (Global)
7364,N.K. Realtors,4.1,(65 Reviews),Private,"Kolkata,West Bengal + 1 more",35 years old,51-200 Employees (India)
7365,Paramount,3.1,(65 Reviews),Private,Jalandhar + 18 more,501-1k Employees (India),
